PRODUCT_ART;CODENAME;DEPART_ID;BRAND_TITLE;COUNTRY;CATEGORY;PRODUCT_TITLE;COLOUR;SIZE;PIECESINPACK;PRODUCT_DESC;PRODUCT_PRICE;PRODUCT_QTY;PRODUCT_RESERVE;NEW_FLAG;DISCOUNT;PROFIT;BESTPRICE;SEASON_START;SEASON_END;ONMARCH;NO_ORDER
2000000266466;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Красный блестящий;0;0;HV114 SUPER 80 Ваза. Красный блестящий. 80,00см.30,50см;41041;2;0;0;0;0;;0;0;0;0
2000000266626;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза керамическая;Голубая луна;0;1;GP8 50/45 Ваза керамическая. Голубая луна. 45см.50см;20750;3;0;0;0;0;;0;0;0;0
2000000266305;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Кашпо;Белый блестящий;0;0;GS5 C Glossy white Кашпо. Белый блестящий. 16см.52см.19.5см;6100;2;0;0;0;0;;0;0;0;0
2000000266336;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Кашпо;Черный матовый;0;0;GB10 30/37 Mat-black Кашпо. Черный матовый. 30см.37см.19см;2697;1;0;0;0;0;;0;0;0;0
2000000265896;;2;Casablanca;Германия;Предметы для интерьера / Статуэтки, картины, сувениры;Фоторамка;Черный;0;0;41820 Фоторамка. Черный. 21см.59см.2см;1805;4;0;0;0;0;;0;0;0;0
2000000266213;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Жемчужно-белый;0;0;GV10 60/23 White pearly luster Ваза. Жемчужно-белый. 60см.23см;10900;1;0;0;0;0;;0;0;0;0
2000000266558;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Коричневый;0;1;HV114 BR 2E Brown Ваза. Коричневый. 36см.27см;7000;1;0;0;0;0;;0;0;0;0
2000000266565;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Белый блестящий;0;1;HV132 GREZZANA S 70 Ваза. Белый блестящий. 70см.20см.51см;13137;1;0;0;0;0;;0;0;0;0
2000000266367;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Кашпо;Черный матовый;0;0;GB10 39/51 Mat-black Кашпо. Черный матовый. 51см.39см.25см;5937;2;0;0;0;0;;0;0;0;0
2000000266282;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Кашпо;Голубая луна;0;0;GS5 В Royal blue moon Кашпо. Голубая луна. 18.5см.41.5см.14.5см;3449;1;0;0;0;0;;0;0;0;0
2000000334059;;1;Hydrohuisman;Нидерланды;Кашпо / Декоративные кашпо;Горшок "Элегант" +кол;цинк;0;0;Горшок "Элегант" +кол. цинк. 48см.38см;8067;1;0;0;0;0;;0;0;0;0
2000000266862;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Трэнд";Светло-розовый;0;0;18-T23060-4 (31) Свеча "Трэнд". Светло-розовый. 23см.6см;296;13;0;0;0;0;;0;0;0;0
2000000334066;;1;Hydrohuisman;Нидерланды;Кашпо / Декоративные кашпо;Горшок "Элегант" +кол;Неопределённый;0;0;Горшок "Элегант" +кол. 48см.38см;7364;1;0;0;0;0;;0;0;0;0
2000000266152;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Кашпо;Серебряный/черный;0;0;GS7 C Silver-black Кашпо. Серебряный/черный. 16.5см.46см.13см;1706;3;0;0;0;0;;0;0;0;0
2000000266183;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Кашпо;Голубая луна;0;0;GS7 C Royal blue moon Кашпо. Голубая луна. 16.5см.46см.13см;3408;1;0;0;0;0;;0;0;0;0
2000000242026;;2;Edelman;Румыния;Предметы для интерьера / Керамика;Кашпо керамическое "Комо";Серый;0;0;303547 Кашпо керамическое "Комо". Серый. 24X12X11см;911;1;0;0;0;0;;0;0;0;0
2000000337203;;1;G Van Dijk im & export b.v.;Нидерланды;Горшечные растения / Крупномеры;Фикус Циатистипула;NA;170;0;Фикус Циатистипула. 35СМ.На решетке.170СМ;2965;1;0;0;0;0;;0;0;0;0
2000000164649;;2;Zwapack / Van Dijk;Нидерланды;Аксессуары для флористов / Аксессуары для фитодизайна ;Ваза-вставка ;Неопределённый;0;0;24-124 Ваза-вставка . ;15;244;0;0;0;0;;0;0;0;0
2000000385280;;1;Hydrohuisman;Нидерланды;Горшечные растения / Литература;Каталог "Euro3Plast "Khilia collection 2012";NA;0;0;Каталог "Euro3Plast "Khilia collection 2012". ;595;4;0;0;0;0;;0;0;0;0
2000000336329;;1;ЗАО "Фитон+";Россия;Горшечные растения / Литература;Книга "Бегонии" Воронцов В.В.;NA;0;0;Книга "Бегонии" Воронцов В.В.. ;75;1;0;0;0;0;;0;0;0;0
2000000168357;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Черный/позолота;0;0;HS109 4E Ваза. Черный/позолота. 14см.28,5см;7652;1;0;0;0;0;;0;0;0;0
2000000164342;;2;Art Fleur / Van Dijk;Нидерланды;Аксессуары для флористов / Лента;Лента "Даймонд";Серебряный;0;0;11026511501020 Лента "Даймонд". Серебряный. 20м.10мм;825,98;13;0;0;0;0;;0;0;0;0
2000000183046;;2;Edelman;Китай;Аксессуары для флористов / Лента;Лента ;Серебряный;0;0;376775 Лента . Серебряный. см.6см.см.270см;137;6;0;0;0;0;;0;0;0;0
2000000165134;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Ветка Магнолии;Кремовый;0;0;42140-05 Ветка Магнолии. Кремовый. 76см;955;21;0;0;0;0;;0;0;0;0
2000000336367;;1;ЗАО "Фитон+";Россия;Горшечные растения / Литература;Журнал "Цветочный клуб";NA;0;0;Журнал "Цветочный клуб". ;65;19;0;0;0;0;;0;0;0;0
2000000164496;;2;Zwapack / Van Dijk;Нидерланды;Аксессуары для флористов / Упаковка;Упаковка для цветов "Фростед";Белый;0;0;23-174 Упаковка для цветов "Фростед". Белый. 60см.300м;3048;1;0;0;0;0;;0;0;0;0
2000000334042;;1;Hydrohuisman;Нидерланды;Кашпо / Декоративные кашпо;Горшок "Элегант Алюм" +кол;хам;0;0;Горшок "Элегант Алюм" +кол. хам. 55см.75см;29641;1;0;0;0;0;;0;0;0;0
2000000167800;;2;Edelman;Китай;Предметы для интерьера / Пластик;Подставка "Рашель";Белый;0;0;321085 Подставка "Рашель". Белый. 55см.38см.38см;4222;1;0;0;0;0;;0;0;0;0
2000000167824;;2;Edelman;Китай;Предметы для интерьера / Пластик;Ваза "Рашель" пластиковая ;Черный;0;0;321101 Ваза "Рашель" пластиковая . Черный. 40см.32см.32см;2006;5;0;0;0;0;;0;0;0;0
2000000167831;;2;Edelman;Китай;Предметы для интерьера / Пластик;Ваза "Рашель" пластиковая ;Черный;0;0;321119 Ваза "Рашель" пластиковая . Черный. 42см.48см.48см;3638;1;0;0;0;0;;0;0;0;0
2000000167855;;2;Edelman;Китай;Предметы для интерьера / Пластик;Подставка "Рашель";Серебряный;0;0;321197 Подставка "Рашель". Серебряный. 55см.38см.38см;4366;1;0;0;0;0;;0;0;0;0
2000000389066;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Косима";Красный/золотой;0;15;111-F15060-4 (335G) Свеча "Косима". Красный/золотой. 15см.6см;415;32;0;0;0;0;;0;0;0;0
2000000242378;;2;DPI gmbh;Германия;Искусственные цветы / Плоды, ягоды;Тыква (ассорти);Ассорти;0;64;65024-33 Тыква (ассорти). Ассорти. 8-12см;135;1236;0;0;0;0;;0;0;0;0
2000000337555;;2;DPI gmbh;Германия;Новогодняя коллекция / Игрушки, гирлянды;Гирлянда из сосны ;Зеленый;0;0;313108 Гирлянда из сосны . Зеленый. 180см;1550;25;11;0;0;0;;0;0;0;0
2000000185002;;2;G Van Dijk / Cinter;Нидерланды;Предметы для интерьера / Керамика;Ваза керамическая "Бонита";Темно-коричневый;0;0;52472 Ваза керамическая "Бонита". Темно-коричневый. 27см.70см;3512;1;0;0;0;0;;0;0;0;0
2000000185019;;2;G Van Dijk / Cinter;Нидерланды;Предметы для интерьера / Керамика;Ваза керамическая "Бонита";Темно-коричневый;0;0;52473 Ваза керамическая "Бонита". Темно-коричневый. 30см.90см;5188;1;0;0;0;0;;0;0;0;0
2000000267166;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Набор свечей из 12 шт.;Белый;0;0;12-25023-12 (02) Набор свечей из 12 шт.. Белый. 25см.2.03см;655;3;2;0;0;0;;0;0;0;0
2000000267173;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Набор свечей из 12 шт.;Кремовый;0;0;12-25023-12 (04) Набор свечей из 12 шт.. Кремовый. 25см.2.03см;655;7;0;0;0;0;;0;0;0;0
2000000177694;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Платиновый;0;0;HV 128 1E  Platinum (luster) Ваза. Платиновый. 28.5см.23см;5322;1;0;0;0;0;;0;0;0;0
2000000177717;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Черно-золотой;0;0;HV 128 1E  Zwart/Goudluster Ваза. Черно-золотой. 28.5см.23см;5322;1;0;0;0;0;;0;0;0;0
2000000177755;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Серый;0;0;HV 128 2E State-grey Ваза. Серый. 35см.23,5см;3676;1;0;0;0;0;;0;0;0;0
2000000177779;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Платиновый;0;0;HV 128 2E  Platinum (luster) Ваза. Платиновый. 35см.23,5см;7404;1;0;0;0;0;;0;0;0;0
2000000388861;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Нова";Белый перламутр;0;20;661-R13060-4 (02P) Свеча "Нова". Белый перламутр. 13см.6см;435;16;0;0;0;0;;0;0;0;0
2000000388878;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Нова";Золотой антик;0;20;661-R13060-4 (107) Свеча "Нова". Золотой антик. 13см.6см;435;5;0;0;0;0;;0;0;0;0
2000000267203;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Набор свечей из 12 шт.;Темно-красный;0;0;12-25023-12 (28) Набор свечей из 12 шт.. Темно-красный. 25см.2.03см;655;2;1;0;0;0;;0;0;0;0
2000000388908;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Нова";Золотой;0;20;661-R13060-4 (98) Свеча "Нова". Золотой. 13см.6см;435;4;0;0;0;0;;0;0;0;0
2000000388915;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Нова";Белый перламутр;0;20;661-R18060-4 (02P) Свеча "Нова". Белый перламутр. 6см.18см;495;8;4;0;0;0;;0;0;0;0
2000000298849;;2;Hakbijl Glass / Van Dijk;Нидерланды;Предметы для интерьера / Стекло;Ваза стеклянная "Титан";Прозрачный;0;0;17595 Ваза стеклянная "Титан". Прозрачный. 35см.35см;3550;11;0;0;0;0;;0;0;0;0
2000000334219;;1;Hydrohuisman;Нидерланды;Кашпо / Кашпо Лечуза;Горшок "Лечуза Кубико" +сист;Эспрессо;0;0;Горшок "Лечуза Кубико" +сист. Эспрессо. 22см.41см;2995;1;1;0;0;0;;0;0;0;0
2000000334226;;1;Hydrohuisman;Нидерланды;Кашпо / Кашпо Лечуза;Горшок "Лечуза Кубико" +сист;Антрацит;0;0;Горшок "Лечуза Кубико" +сист. Антрацит. 22см.41см;2995;1;2;0;0;0;;0;0;0;0
2000000334080;;1;Hydrohuisman;Нидерланды;Кашпо / Кашпо Лечуза;Горшок "Лечуза Дэльта" +сист;Черный;0;0;Горшок "Лечуза Дэльта" +сист. Черный. 15см.26см;1239;2;0;0;0;0;;0;0;0;0
2000000388953;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Нова";Золотой;0;20;661-R18060-4 (98) Свеча "Нова". Золотой. 6см.18см;495;20;0;0;0;0;;0;0;0;0
2000000298689;;2;Hakbijl Glass / Van Dijk;Нидерланды;Предметы для интерьера / Стекло;Ваза стеклянная "Кубик";Белый;0;0;19848 Ваза стеклянная "Кубик". Белый. 12см.12см.12см;350;48;0;0;0;0;;0;0;0;0
2000000388984;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Косима";Оливковый/золотой;0;20;111-F15060-4 (336G) Свеча "Косима". Оливковый/золотой. 15см.6см;415;33;0;0;0;0;;0;0;0;0
2000000389011;;2;Richard Wenzel GMBH / Van Dijk;Нидерланды;Предметы для интерьера / Свечи;Свеча "Косима";Кофейный/Золотой;0;10;111-F15060-4 (344G) Свеча "Косима". Кофейный/Золотой. 15см.6см;415;8;0;0;0;0;;0;0;0;0
2000000388250;;1;G Van Dijk im & export b.v.;Словакия;Горшечные растения / Крупномеры;Драцена Стойднери;NA;140;0;Драцена Стойднери. Х3.24СМ.140СМ;1995;3;0;0;0;0;;0;0;0;0
2000000334141;;1;Hydrohuisman;Нидерланды;Кашпо / Кашпо Лечуза;Горшок "Лечуза Дэльта" +сист;алюминиевый;0;0;Горшок "Лечуза Дэльта" +сист. алюминиевый. 15см.26см;1250;2;0;0;0;0;;0;0;0;0
2000000298573;;2;Van Dijk / Tel International;Нидерланды;Предметы для интерьера / Статуэтки, картины, сувениры;Украшение садовое "Ботинок";Серый;0;0;701280 Украшение садовое "Ботинок". Серый. 24см.45,5см.25см;2529;1;0;0;0;0;;0;0;0;0
2000000253503;;2;Art Fleur / Van Dijk;Нидерланды;Аксессуары для флористов / Лента;Лента "Ноэль";Золотой/серебряный;0;0;1103311180005020 Лента "Ноэль". Золотой/серебряный. 20м.5мм;599;19;0;0;0;0;;0;0;0;0
2000000253510;;2;Art Fleur / Van Dijk;Нидерланды;Аксессуары для флористов / Лента;Лента "Ноэль";Золотой/серебряный;0;0;1103311180010020 Лента "Ноэль". Золотой/серебряный. 20м.10мм;628;9;0;0;0;0;;0;0;0;0
2000000253589;;2;Art Fleur / Van Dijk;Нидерланды;Аксессуары для флористов / Лента;Лента "Куатро";Серебряный/синий;0;0;110355260015020 Лента "Куатро". Серебряный/синий. 20м.15мм;628;1;0;0;0;0;;0;0;0;0
2000000334523;;1;Hydrohuisman;Нидерланды;Кашпо / Декоративные кашпо;Горшок "Люнэ Боул" алюм;Матовый;0;0;Горшок "Люнэ Боул" алюм. Матовый. 61см.15см;12919;1;0;0;0;0;;0;0;0;0
2000000334622;;1;Hydrohuisman;Нидерланды;Кашпо / Декоративные кашпо;Горшок "Парэл" алюм +кол;полированый;0;0;Горшок "Парэл" алюм +кол. полированый. 50см.41см;12709;2;0;0;0;0;;0;0;0;0
2000000387055;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Лотос;Кремовый;0;0;42518-05 Лотос. Кремовый. 13см;399;36;0;0;0;0;;0;0;0;0
2000000387086;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Лаванда;Ассорти;0;0;54329 Лаванда. Ассорти. 44см;455;172;0;0;0;0;;0;0;0;0
2000000387093;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Виноградная ветвь с плодами;NA;0;0;58025-01 Виноградная ветвь с плодами. 70см;257;19;0;0;0;0;;0;0;0;0
2000000387109;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Орхидея Фаленопсис;Лиловый;0;0;60118-09 Орхидея Фаленопсис. Лиловый. 86см;555;26;2;0;0;0;;0;0;0;0
2000000185439;;2;Edelman;Китай;Предметы для интерьера / Подсвечники;Подсвечник металлический;Серебряный;0;0;365603 Подсвечник металлический. Серебряный. ;206;4;0;0;0;0;;0;0;0;0
2000000256634;;2;DPI gmbh;Германия;Новогодняя коллекция / Украшения, венки, снег;Листья Падуба;Красный;0;0;23285-02 Листья Падуба. Красный. 50см;564;162;0;0;0;0;;0;0;0;0
2000000386980;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Гортензия;Лиловый;0;0;42224-09 Гортензия. Лиловый. 47см;470;28;0;0;0;0;;0;0;0;0
2000000256627;;2;DPI gmbh;Германия;Новогодняя коллекция / Украшения, венки, снег;Листья Падуба;Золотой;0;0;23285-96 Листья Падуба. Золотой. 50см;1413;127;0;0;0;0;;0;0;0;0
2000000386973;;2;DPI gmbh;Германия;Искусственные цветы / Искусственные цветы;Гортензия;Кремовый;0;0;42224-05 Гортензия. Кремовый. 47см;470;18;0;0;0;0;;0;0;0;0
2000000337609;;2;DPI gmbh;Германия;Новогодняя коллекция / Украшения, венки, снег;Ветка сосны;Зеленый;0;4;313100 Ветка сосны. Зеленый. ;165;317;0;0;0;0;;0;0;0;0
2000000186061;;2;Casablanca;Германия;Предметы для интерьера / Свечи;Свеча "Олененок";Коричневый;0;0;42707 Свеча "Олененок". Коричневый. 7.5см;115;7;0;0;0;0;;0;0;0;0
2000000186122;;2;Casablanca;Германия;Предметы для интерьера / Свечи;Свеча "Мари";Красно-золотой;0;2;42568 Свеча "Мари". Красно-золотой. 7.5см;201;5;0;0;0;0;;0;0;0;0
2000000362342;;1;G Van Dijk im & export b.v.;Нидерланды;Горшечные растения / Кактусы и суккуленты;Крассула Хоббит;NA;40;0;Крассула Хоббит. 17СМ.40СМ;916;2;0;0;0;0;;0;0;0;0
2000000362595;;1;G Van Dijk im & export b.v.;Бельгия;Горшечные растения / Кактусы и суккуленты;Сансевьера;NA;40;0;Сансевьера. Цилиндрика.12СМ.40СМ;695;12;0;0;0;0;;0;0;0;0
2000000186184;;2;Casablanca;Германия;Предметы для интерьера / Металл;Ваза "Курли";Металл;0;0;32438 Ваза "Курли". Металл. 70см;5889;2;0;0;0;0;;0;0;0;0
2000000388724;;1;G Van Dijk im & export b.v.;Дания;Горшечные растения / Цветущие растения;Спатифиллум Свит Лауретта;Белый;100;0;Спатифиллум Свит Лауретта. Белый. 24СМ.100СМ;1695;1;0;0;0;0;;0;0;0;0
2000000387888;;1;G Van Dijk im & export b.v.;Нидерланды;Кашпо / Кашпо Euro3Plast;Горшок пластиковый "Мисиа Глосс";Черный металлик;0;0;Горшок пластиковый "Мисиа Глосс". Черный металлик. 40см.32см;1550;12;0;0;0;0;;0;0;0;0
2000000387895;;1;G Van Dijk im & export b.v.;Нидерланды;Кашпо / Кашпо Euro3Plast;Горшок пластиковый "Мисиа Глосс";Черный металлик;0;0;Горшок пластиковый "Мисиа Глосс". Черный металлик. 30см.24см;595;1;0;0;0;0;;0;0;0;0
2000000387901;;1;G Van Dijk im & export b.v.;Нидерланды;Кашпо / Кашпо Euro3Plast;Горшок пластиковый "Мисиа Глосс";Черный металлик;0;0;Горшок пластиковый "Мисиа Глосс". Черный металлик. 60см.48см;3995;1;0;0;0;0;;0;0;0;0
2000000387918;;1;G Van Dijk im & export b.v.;Нидерланды;Кашпо / Кашпо Euro3Plast;Горшок пластиковый "Мисиа Глосс";Черный металлик;0;0;Горшок пластиковый "Мисиа Глосс". Черный металлик. 80см.64см;7995;1;0;0;0;0;;0;0;0;0
2000000387932;;1;G Van Dijk im & export b.v.;Нидерланды;Кашпо / Кашпо Euro3Plast;Горшок пластиковый "Опус";Темно-серый металлик;0;0;Горшок пластиковый "Опус". Темно-серый металлик. 47см.43см;1995;10;1;0;0;0;;0;0;0;0
2000000387949;;1;G Van Dijk im & export b.v.;Нидерланды;Кашпо / Кашпо Euro3Plast;Горшок пластиковый "Опус";Темно-серый металлик;0;0;Горшок пластиковый "Опус". Темно-серый металлик. 57см.53см;2995;7;4;0;0;0;;0;0;0;0
2000000300184;;1;Hydrohuisman;Нидерланды;Кашпо / Кашпо Лечуза;Горшок со вставкой пластиковый "Лечуза Котт.Балкон";Антрацит;19;0;Горшок со вставкой пластиковый "Лечуза Котт.Балкон". Антрацит. 80см.19см.19см;3995;4;0;0;0;0;;0;0;0;0
2000000337616;;2;DPI gmbh;Германия;Новогодняя коллекция / Украшения, венки, снег;Ветка сосны;Зеленый;0;0;313101 Ветка сосны. Зеленый. 50см;210;654;0;0;0;0;;0;0;0;0
2000000362427;;1;G Van Dijk im & export b.v.;Нидерланды;Горшечные растения / Кактусы и суккуленты;Сансевьера;NA;40;0;Сансевьера. Цилиндрика.11СМ.40СМ;595;6;0;0;0;0;;0;0;0;0
2000000336015;;1;G Van Dijk im & export b.v.;Бельгия;Горшечные растения / Крупномеры;Фикус Нитида Штамб;NA;180;0;Фикус Нитида Штамб. Прямой.40СМ.180СМ;12995;7;0;0;0;0;;0;0;0;0
2000000299471;;2;Edelman / Van Dijk;Нидерланды;Аксессуары для флористов / Корзины и плетеные изделия;Цветочная корзина на подставке;Серый;0;0;150140 Цветочная корзина на подставке. Серый. 55см.33см;943;6;0;0;0;0;;0;0;0;0
2000000362458;;1;G Van Dijk im & export b.v.;Бельгия;Горшечные растения / Декоративно-лиственные растения;Хлорофитум Вариегатум;NA;50;0;Хлорофитум Вариегатум. Ампельный.18СМ.50СМ;795;1;0;0;0;0;;0;0;0;0
2000000334608;;1;Hydrohuisman;Нидерланды;Кашпо / Декоративные кашпо;Горшок "Парэл" алюм + кол;Неопределённый;50;0;Горшок "Парэл" алюм + кол. 50см.50см.52см;20858;2;0;0;0;0;;0;0;0;0
2000000262178;;2;Smithers-Oasis Germany;Германия;Оазис / Свадебная серия;Подставка для машина Авто корсо мини;Зеленый;0;4;3033 Подставка для машина Авто корсо мини. Зеленый. 8см.10см;287;24;0;0;0;0;;0;0;0;0
2000000177540;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Серый;0;0;HV 127 1E State-Grey Ваза. Серый. 23.5см.26см;2739;1;0;0;0;0;;0;0;0;0
2000000177557;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Платиновый;0;0;HV 127 1E Platinum (Luster) Ваза. Платиновый. 23.5см.26см;5342;2;0;0;0;0;;0;0;0;0
2000000177601;;2;Ecri pottenbakkers;Нидерланды;Предметы для интерьера / Эксклюзивная керамика Ecri;Ваза;Золотой;0;0;HV 127 2E Goud Ваза. Золотой. 25.5см.32см;7425;1;0;0;0;0;;0;0;0;0
